language,text,source
Hausa,"14 Jisas wun hundi wataka dé du takwaka wandéka di déka ya. Yandaka dé diré wa, “Guni wuna hundi mé jémba xéké. Xéka ané hundika guni jémba xékétanguni. 15 Du takwana biyaré wulayikwa jonduka God dé wa, ‘Wun jondu du takwana hamwinyaré haraki yamba hurukéndé.’ Du takwana mawulimbu xalekwa jooka God dé wa, ‘Wu haraki saraki sémbut hurukwa du takwa di.’ Wungi dé wa. 17 Jisas wungi wataka dé du takwaré yatakataka dé déka du wali di geré wulayi. Wulaaye di déka du déré wakwexéké wun hundika. 18 Wakwexékéndaka dé diré wa, “Guni akwi wun hundika xékéhambanguni, o yingi maki dé? Mé xéké. Du takwa sandan joo deka biyaré dé naande dé di takuré dé yi. Sandan joo deka mawuliré haraki huruhambandé.” Wungi dé wa.",glot500
Hausa,"Kwamandar hukumar NDLEA na Jihar Edo, Buba Wakawa, ya tabbatar da wannan kame. Ya bayyana cewa, “An samu nasarar cafke shi ne bisa bayanai da aka samu na cewa, wanda ake zargin yana gudanar da haramtacciyar kasuwanci a Jihar. “A cikin kwayar da aka samu daga hannun wanda ake zargin dai sun hada da sunkin hodar Ibilis guda takwas mai nauyin giram 24, sunkin wiwi guda 53 mai nauyin giram 250 da dai sauran su.”",glot500
Hausa,A watan Junairu ne wata babbar kotun tarraya da ke Abuja ta ce ta russa Hukumar kula da kwallon kasar wato NFF da kuma Hukumar kula da gasar Premier a kasar wato NPL.,glot500
Hausa,220 Casino Chip kyauta a King Billy Casino 55x Wager $ 663000 Max Withdrawalextra bonus: £ 300 Free Casino Tournament a Nostradamus ... 👁️ karin >>,glot500
Hausa,"Tsallaka zuwa abubuwan da ke ciki Sassa Labaran Duniya Wasanni Nishadi Cikakkun Rahotanni Bidiyo Shirye-shirye na Musamman Shirye-shiryen rediyo Labaran Duniya Wasanni Nishadi Cikakkun Rahotanni Bidiyo Shirye-shirye na Musamman Shirye-shiryen rediyo Dan wasan Najeriya Omeruo ya koma Leganes daga Chelsea Daga Oluwashina Okeleji Football Writer, Nigeria 14 Agusta 2019 Asalin hoton, Getty Images Bayanan hoto, A shekarar 2012 ne Omeruo ya koma Chelsea daga Standard Liege na Belgium amma bai taba buga mata wasa ba Dan wasan baya na Najeriya, Kenneth Omeruo ya koma kungiyar Leganes ta Sifaniya gaba daya daga Chelsea bayan ya je aro a kakar da ta gabata.",glot500
Hausa,"Mudan niao (1990) Nan guo zai jian, nan guo (1996) Yi ban hai shui, yi ban huo yan (2008) Zai jian ma mi (1986)",glot500
Hausa,"“A kullum roka masa mutuwa suke yi. A lokacin da ya dawo da ransa cikin koshin lafiya, sai suka yi ta jimamin hakan, alhalin ‘yan Nijeriya suna ta farin cikin hakan.”",glot500
Hausa,"Ana sa ran cewa yau dai komi zai kasance cikin tsanaki, saboda ba wani cikin masu yin jawabai da ake tsoron zai furta wani abu dai zai janyo rigima ba.",glot500
Hausa,"Gidan talabijin na The Channels ta ruwaito akalla mutane 110 ne suka mutu a sanadiyyar cutar a cikin shekarar 2018, don haka ya zama wajibi mutane su tashi haikan don shawo kan wannan annoba.",glot500
Hausa,"""Wai Yau nice kake tsarewa da tambaya saboda na nuna kulawa a kan matarka? Jiya kukan data dinga yi tana wayyo cikina waye baiji ba? Ban taɓa tunanin hakan daga gareka ba Shaheed"" sauke ajiyar zuciyah yayi sai kuma baiji daɗi ba,",glot500
Hausa,"Shin tana tafe yau? Daga hangen nesa, tabbas ya tsufa sosai - yana kama da launuka masu kyau, nishaɗi da farin ciki kamar yadda yake a shekarun 6 da suka gabata.",glot500
Hausa,Babu wani hali da muke hayan ko sayar da Personal Information zuwa bangarori uku na kasuwanci dalilai.,glot500
Hausa,Wani soki – burutsun da ke gaban mai karatu a cikin wasu ’yan shafofi na ɗan littafin Deedat shi ne inda ya yi magana a game da lokacin da Maryamu Magadaliya ta zo don ta shafe gawar Yesu da mai ba da daɗewa ba bayan gicciyensa:,glot500
Hausa,"The Android Caca No Deposit ake bužata bonus ne mai tsabar kudi kyauta ga sababbin 'yan wasa. The tsabar kudi kyauta ne ba domin withdrawals, amma don ba da damar sabon 'yan wasan don samun Feel na game da caca. Mobile gidan caca apps ko online gidajen caca bayar da bonus don ba da damar sababbin 'yan wasa a gidan caca a gwada fitar da Mobile Caca game ba tare da jawabin daga aljihu.",glot500
Hausa,Ta fadi tana mai sakin wani murmushi mai kokarin tarwatsa mata zuciya da ruhi wani daci ne gami da raɗaɗi taji sun saukar mata a zuciya kirjinta yana wani irin bugawa kamar zai tarwatse lokaci guda taji kwanyarta tayi wani irin hautsinewa kamar zata tarwatse itama duban sa take yi da wani irin yanayi na tsana mai girman gaske idanuwanta lokaci guda suka sauya fuskarta tashiga wani kunci runtse idanuwan ta tayi kafun ta sake dubansa ta girgiza kai da sauri ta ja kafarta tayi hanyar ficewa daga cikin office din cike da tashin hankali da a zuciya kiranta ya shiga yi amma ina ko ta kan sa ba tabi ba illa banka kofar da tayi har sai da office din gabadaya ya amsa da sauti mai girman gaske.,glot500
Hausa,Masu sharhi dai na zargin gwamnatin Shugaba Goodluck Jonathan da gazawa wajen kare lafiya da dukiyar al'umma wanda a zahiri a yanzu kasar na kan hanyar da bata dace ba.,glot500
Hausa,"An kafa wannan kotun bin kadin manyan laifuffuka ta duniya, mai hedkwata a kasar Netherlands, a shekarar 2002 domin yin shari’ar laifuffuka mafiya muni na yaki da na cin zarafin bil Adama da kuma na kisan kare dangi.",glot500
Hausa,"Don haka ina roƙon a gyara mana wannan hanya ta yadda “idan na taso daga Bomadi, Jahar Delta zan zo Yenagoa ba ta sama zan tashi in bi ba”. Da yake tsokaci game da irin haɗuran jiragen sama da na helikopta, babban limamin cocin ya bayyana ƙarara gwamnati ta gaza wajen magance haɗuran jirage a ƙasar nan.",glot500
Hausa,"Kwallaye biyun da Messi ya zura a ragar Madrid ya kawo karshen shekaru uku da dan wasan ya shafe ba tare da ya samu nasarar jefa kwallo a ragar Madrid ba, a duk lokacin da kungiyoyin biyu zasu kara.",glot500
Hausa,Bayan da ta daga tutarta ta cigaba da tayarda bamabamai har jiya Lahadi inda ta kashe sojoji goma da ‘yan sanda masu yawa.,glot500
Hausa,"Wannan yana haifar dashi akan yanayin da aka aika zuwa News Feed, dangane da yawan mutanen da suka ga labarin daga duk wanda ya cancanci ganin shi.",glot500
Hausa,Bir soruyla baAYlamak lazAi??m kimsesizliAYe dair sAi??yleyebileceAYimiz az Ai??ok sAi??ze; KaAi?? kez Ai??lA?r bir insan? ‘Kendi’nin farkAi??na ne zaman varAi??rsa ilk o zaman Ai??lA?yor insanai??i?? Ai??nce kafana soktuklarAi??yla tartAi??AYmaya baAYlAi??yorsun. DoAYru bildikleri bir ton yanlAi??AYa ve kalAi??plara karAYAi?? mA?cadele veriyorsun. Nefesini daraltAi??yor duyduklarAi??n ve senin A?zerinde kurmaya Ai??alAi??AYtAi??klarAi??. YavaAY yavaAY baAYlAi??yor Ai??atAi??AYmalar. Sonra ilk kA?llerinden…,glot500
Hausa,Hanyoyin Lissafi na Lissafi Madaidaicin titin LED LED Street Light Driverless Lissafin titin LED Dalilan Lissafi na Lissafi,glot500
Hausa,Your message will be directly emailed to Shekar Kulkarni and you will receive his/her response on the email address entered below.,glot500
Hausa,"Ɗan wasan mai shekara 26 ya sanya hannu a kan sabon kwantiragi da kulob din Leicester City a watan Agustan bara, amma daga bisani an bukaci ya ƙara gaba.Mahrez ya taka muhimmiyrar rawa yayin da Leicester City ta lashe Kofin Firimiyar kakar bara, amma a kakar bana sun kammala gasar ne a mataki na 12. Yayin da aka tambayi Wenger ko sun fara zawarcinsa a hukumance? Sai ya ce ""a'a, tukuna. Za mu iya nemansa kuma za mu iya ƙin nemansa,"" in ji shi.Mahrez ya koma Leicester City ne daga kulob din Le Havre na kasar Faransa a shekarar 2014 a kan fam dubu 400 kuma a shekarar 2016 ya lashe kyautar gwarzon dan wasan kwallon kafar gasar Ingila.""Mahrez ya taka muhimmiyar rawa a Leicester lokacin da suka lashe Gasar Firimiya, kamar kowane dan wasan kulob din,"" in ji Wenger. Ya ci gaba da cewa ""Kakar bana ta sha bamban da ta bara, amma hakan ba yana nuna wata gazawa ba ne daga ɓangaren dan wasan.""",glot500
Hausa,"Mutane da aka zaɓa babu shiri daga ƙasashe dabam dabam an yi masu wannan tambayar , ga samfurin abin da suka ce :",glot500
Hausa,"Don haka ina son taya Jammeh murna, domin ya bai wa dukkan duniya mamaki, ganin ba wanda ya zaci shugaban zai mika mulki, ko ya amince da shan kaye cikin lumana.",glot500
Hausa,"KARANTA #1: KARANTA KUMA - Wannan sanannen zaɓi ne ga tradersan kasuwa da ke da asusun ajiya ko waɗanda ba su iya buɗe asusu tare da ɗaya daga cikin dillalanmu da aka ƙaddamar saboda ƙayyadaddun doka, kamar ƙasar zama. Wasu dillalai ba za su ƙyale citizensan ƙasar Amurka ba, alal misali, yin rajistar asusun. Wannan shine dalilin da ya sa koyaushe zaka iya siyan software ta hanyar PayPal ko katin bashi / kai tsaye kuma zaka iya saukar dashi kai tsaye.",glot500
Hausa,"... kuma da yawa. Yana da mahimmanci samun ciwon casino mai ɗaukar hoto a cikin aljihunka, yana iya zuwa ko ina, kowane lokaci, kuma idan wannan ba ya da kyau, ba mu san abin da ke faruwa ba. Bayan haka, zaka iya ciyar da lokacinka a cikin layi a banki yana kallo a bayan mutumin a gaba a gabanka, ko kuma yana da 'yan wasa a kan wasa.",glot500
Hausa,"IDV Solutions na samar da samfurin da ake kira Fusion Server Fusion, wanda aka daidaita zuwa ayyukan yanar gizo tare da hanyar GIS da wadanda masu samar da waɗannan ayyuka zasu iya ƙirƙirar samfurori masu ƙari a matakin shawarwari, nunawa da cibiyoyin sadarwa.",glot500
Hausa,"Ms Symonds ta rubuta cewa dan nasu ya ci sunan kakan firai ministan ne, sannan sunan yaron na farkon kuma sunan nata kakan.",glot500
Hausa,"Kamar yadda ka’idar juyin halitta ta fada, kowane jinsin halitta yana tasowa ne daga jinsin kakanninsa.",glot500
Hausa,"1) Ina so in ga wani lokacin rubuta a cikin harshen Turanci posts, sa'an nan kuma fassara su cikin Faransanci, da kuma wani lokacin a Faransa, sa'an nan kuma fassara su zuwa harshen Turanci.",glot500
Hausa,"Crimea ne Rasha Shugaban kasar Vladimir Putin da kuma ""shirye"" risked nukiliya yaki domin kama da sashin a kan gaba na Black Sea.",glot500
Hausa,"(Talksport) Dan wasan Atletico Madrid da Ingila Kieran Trippier mai shekara 29, ya bayyana cewa yana son yana son ya yi ritayarsa ne a tsohuwar kungiyarsa ta Burnley, kuma zai koma Gasar Premier ya yi wasa a Turf Moor karkashin Sean Dyche.",glot500
Hausa,"Kuma dukiya a lokacin zata kasance domin biyan bukatun mabukata ne da kawar da talauci, Imam Mahadi (a.s) yana ba wa mutane dukiya mai yawa ne kuma duk wanda ya bukaci wani abu wajensa yana ba shi dukiya mai yawa ne.",glot500
Hausa,"Ana amfani dashi kyauta ta wannan dandalin yanar gizon ta hanyar watsa labarun zamantakewar al'umma, masu binciken SEO, da manyan kungiyoyi. Za ka iya samun nauyin bayanai ba tare da damuwa game da ingancinta ba. Shafin yanar gizon Craigslist da mai samfurori yana da kyau ga duka shafukan yanar gizo da imel ɗinka kuma zasu iya cire duk rubutun da aka yi amfani da su da hotuna cikin sa'o'i.",glot500
Hausa,"Wang ya ce, ""Pompeo ya gabatar da wani jawabi inda ya kawo mummunan hari kan Jam'iyyar Kwaminis ta Sin, in ji Wang, ya ce,"" Ga wannan Sin tana nuna matukar fushinta da kuma tsayayya da adawa. """,glot500
Hausa,"Harkar rubuce-rubuce na fi yi fiye da ta finafinai, domin rubutu da wallafa shi na fara yi a shekarar 1984, sannan na buga littafin In Da So Da Kauna a shekarar 1990 sai da ya shekara hudu a kasuwa, sannan na fara suna a harkar rubutu shi ne na shirya fim din littafin. Don haka a ka fi sani na a fagen rubutu. Kuma a lokacin littattafai ne su ke tashe ba finafinai ba. A dunkule kuma mu na iya cewa komai da lokacinsa da kuma lokacin da Allah ya ke kawo shi.",glot500
Hausa,Sojojin Najeriya sun ce an mayar da hankalin zuwa wani batu da ake yadawa a yanar gizo cewa babban hafsan sojin nigeria lieutenant General tukur buratai yasamu raunuka a sakamakon wani fafatawa da akayi tsakanin yan boko haramda dakarun sojin Nigeria a arewa maso gabashin nigeria yayinda yake kai ziyara,glot500
Hausa,"Oyuncular: Akshay Kumar, Anushka Sharma, Rishi Kapoor, Dimple Kapadia, Lee Nicholas Harris, Jeneva Talwar, Prem Chopra, Tinnu Anand, Soni Razdan, David Frost, Mick Slaney, Armaan Kirmani, Ankush Khanna, Hard Kaur, Selina Hotwani, Alex Strong, Masood Akhtar, Juveria Khan, Maya Sarao, Faraz Khan, Devansh Daswani, Rabbit, Suparna Marwah, Simi Melwani, Gurbir Singh Oberoi, Usman Qureshi, Tanvir Singh 5.9",glot500
Hausa,Bayan nan sai ya yaba da yadda a ka gudanar da zabukan 2019 da kuma yadda wadanda ba su yi nasara ba su ka garzaya kotu domin kai kukansu. Buhari ya ce hakan na nuna cewa lallai an samu cigaba matuka a harkar siyasa da dimukradiyya a Nijeriya.,glot500
Hausa,"Bayan babba makarantar, a 1982 Haris ta halarci jami’ar Howard, da kuma jami’ar bakaken fata mai dumbin tarihi da take Washington, D.C. a shekarar 1986 ne Haris ta kammala Howard wacce ta samu shaidar digiri a fannin kimiyyar siyasa da tattalin arziki.",glot500
Hausa,"Bayan haka, a madadin jamhuriyar jama'ar kasar Sin ne, shugaban jamhuriyar jama'ar kasar Sin yana kuma shiga harkokin kasa daban daban, yana ganawa da manzannin kasashe daban daban, bisa kudurin zaunannen kwamitin majalisar wakilan jama'ar kasar Sin, yana kuma iya tura ko kuma dawo da wakilan kasar Sin a kasashen waje, sa'an nan yana iya amincewa ko kuma yin watsi da yarjejeniyoyin da aka kulla a tsakanin Sin da kasashen waje.",glot500
Hausa,"Ka saurara da kyau idan wani ɗan’uwa ya soma yin maganganun da ba su dace ba, sai ka ta’azantar da shi a lokacin da ya dace (Ka duba sakin layi na 10-11) *",glot500
Hausa,Tuni dai shugabannin ƙasashen yamma waɗanda suka haɗa Barack Obama na Amirka da Angela Merkel ta Tarrayar Jamus da shugaba Sarkozy na Faransa suka suka taya Cameron murnar sabon muƙamin da ya samu.,glot500
Hausa,"Sanatan kuma ya bada shawara akan manyan hukumomi da suke mu'amala da 'yan siyasa da su zama na gari, musamman irin su: Hukumar zabe ta kasa, jam'iyyun siyasa, hukumomin tsaro, da kuma kafannin sadarwa, akan su bi yadda doka ta tsara wurin gabatar da ayyukan su.",glot500
Hausa,Abin da bai sani ba shine tuntuni ta gane manufarsa kuma har tayi tunanin hanyar da za ta yi maganinsa.,glot500
Hausa,"Make wani da ka Brush, floss, da amfani da danko tausa akalla sau biyu a rana. A mafi yawan ganiya hanyar tabbatar da hakora ne buroshi da kuma floss duk lokacin da ka ci ko sha wani abu. Wannan hanya za ka iya tabbata a rabu da abinci tarkace da kuma plaque da zai iya kawo karshen sama batawa your hakora.",glot500
Hausa,"Tsallaka zuwa abubuwan da ke ciki Sassa Labaran Duniya Wasanni Nishadi Cikakkun Rahotanni Bidiyo Shirye-shirye na Musamman Shirye-shiryen rediyo Labaran Duniya Wasanni Nishadi Cikakkun Rahotanni Bidiyo Shirye-shirye na Musamman Shirye-shiryen rediyo Najeriya ce hedikwatar talauci a fadin duniya – Jonathan 1 Oktoba 2018 Asalin hoton, Facebook Bayanan hoto, Mista Jonathan shi ne shugaban Najeriya tsakanin shekarar 2010 zuwa 2015 Tsohon Shugaban Najeriya Goodluck Jonathan ya ce kasar ce hedikwatar talauci da fatara a fadin duniya.",glot500
Hausa,"Ana amfani da tef ɗin ɗambin bugawa don hatimin, ado, gargaɗi, aikin diy da ƙira. Hanya ce ta ingantacciya. Za a iya buga kowane hoto, tambari, kalmomi a kai. Mafi kauri daga matattarar washi daga 43 zuwa 60 micron, fadinsa daga 24mm zuwa 72mm, tsayin shi ne yadi 35 zuwa 1000. Zai iya yin tef ɗin al'ada.",glot500
Hausa,"A sakamakon haka , mutane da yawa sun ‘ karɓi maganar Allah , ba kamar maganar mutane ba , amma , yadda ta ke hakika , maganar Allah . ’",glot500
Hausa,"International Date Line West [Sat 1:40 pm] Midway Island, Samoa [Sat 2:40 pm] Hawaii [Sat 3:40 pm] Alaska [Sat 5:40 pm] Pacific Time [Sat 6:40 pm] Mountain Time (Arizona, Mazatlan) [Sat 7:40 pm] Central Time (Central America, Mexico City) [Sat 8:40 pm] Eastern Time (Lima, Indiana) [Sat 9:40 pm] Caracas [Sat 9:10 pm] Santiago, Buenos Aires, Brasilia, Greenland [Sat 10:40 pm] Newfoundland [Sat 11:40 pm] Mid-Atlantic [Sun 12:40 am] Azores, Cabo Verde Is. [Sun 1:40 am] Casablanca, Dublin, London [Sun 2:40 am] Amsterdam, Berlin, Rome, Paris,West Central Africa [Sun 3:40 am] Kuwait, Moscow, St. Petersburg [Sun 4:40 am] Abu Dhabi, Baku [Sun 5:40 am] Kabul [Sun 6:10 am] Ekaterinburg, Karachi [Sun 6:40 am] Chennai, Kolkata, Mumbai, New Delhi [Sun 7:10 am] Kathmandu [Sun 7:25 am] Almaty, Novosibirsk [Sun 7:40 am] Rangoon [Sun 8:10 am] Bangkok, Hanoi, Jakarta, Krasnoyarsk [Sun 8:40 am] Beijing, Hong Kong, Irkutsk, Kuala Lumpur, Singapore [Sun 9:40 am] Osaka, Sapporo, Tokyo, Seoul, Yakutsk [Sun 10:40 am] Adelaide, Darwin [Sun 11:40 am] Magadan, Solomon Is., New Caledonia [Sun 12:40 pm] Nuku'alofa [Sun 2:40 pm]",glot500
Hausa,"Ya kara cewa, “Wasu ‘yan kama waje zauna ne, wadanda ko wahalar da aka sha wa APC babu su, sune suke neman cewa su yi ne da yawun gwamna. Alhali ina da imanin wasu abubuwan suna yi ne a bisa son ransu, don na sani gwamna ba zai taba amincewa da wata harkalla ta rashin gaskiya ba. Wasu ne masu bukata nasu na kashin kai suke yi domin ganin sun nasara a abun da suke so,”",glot500
Hausa,A cikin shirin zaku ji cewar adadin bakin haure masu neman mafaka a Jamus ya ragu. Akwai labarai da rahotanni masu kayatarwa.,glot500
Hausa,A jiya Talata ne mahukuntan kasar suka jaddada wannan mataki da suka dauka kan Mr. Lanzer. Hakan kuwa na zuwa ne a gabar da hukumomin kasa da kasa ke ci gaba da kiraye-kirayen dakatar da korar jami'in.,glot500
Hausa,Alkaluman tattalin arziki sun nuna cewa farashin kayayyaki a Najeriya ya yi tashin da bai taba yi a kusan shekara goma da suka wuce. Alkaluman da hukumar kididdiga ta kasar...,glot500
Hausa,"wani bayani game da 'yancin kada kuri'a sakon da clickable ""Na zabe"" button da counter + sunaye da hotunan da abokai wanda ya riga ya danna kan ""Na zabe"" (info + zamantakewa).",glot500
Hausa,"Tunda aka dauki juyin halitta abu ne babu makawa, sai ya zama wani ma ‘auni da masanan suke auna ilmin kimiyya.",glot500
Hausa,"Hal yanzuru_na ills_ an ta'tiyahumul mala_'ikatu au ya'tiya rabbuka au ya'tiya ba'du a_ya_ti rabbik(a), yauma ya'ti ba'du a_ya_ti rabbika la_ yanfa'u nafsan ima_nuha_ lam takun a_manat min qablu au kasabat fi ima_niha_ khaira_(n), qulintaziru_ inna_ muntaziru_n(a).",glot500
Hausa,"""Hey Jerry, ta yaya zan iya yin rubutun kudi kamar ku?"" Duk yanzu kuma ina samun ""tambayoyin kuɗi a kan layi"" daga abokai da iyali. Wasu suna so su fara blog kuma su sami riba a kan layi. Oth ...",glot500
Hausa,Masana da manazarta da dama sun karkasa aure na al’ummar Hausawa zuwa kashi-kashi daidai da yadda suka ga abin yana gudana. Ga dai wasu daga cikinsu.,glot500
Hausa,Jami’ar ABU Zaria na neman wanda zai maye gurbin Farfesa Ibrahim a matsayin shugaban jami’ar yayin da wa’adinsa ya kusa karewa,glot500
Hausa,"11:8 Kuma dukan waɗannan, barorinka, za ya sauko zuwa gare ni, kuma ku girmama ni, da cewa: 'Ku rabu, kai da dukan mutanen da suke magana a kai. 'Bayan waɗannan abubuwa, za mu tashi. """,glot500
Hausa,"Har ila yau, a matsayin jerin biyu, a cikin 2014, lokacin da mai ba da Daraktan Dan Sackheim ya shiga Amirkawa, makasudin shine ya} ir} iro wani ra'ayi. Masu tsara shirin sun fuskanci kalubale na buga daidaitattun daidaituwa tsakanin kallon telebijin a cikin 80s da kuma zamani, mai haske wanda masu sauraro ke tsammanin a yau, wadanda, don jerin shida, sun hada da 4K matsananci HD da kuma HDR. Kuma duk wannan ya kamata a samu a kan talabijin ta telebijin da kuma lokaci-lokaci.",glot500
Hausa,Brandon Williams ya zira kwallonsa ta farko ga United a wasan da 3 – 3 tare da Sheffield a kan 24th na Nov 2019. Kudi: United & UnitedFarcus,glot500
Hausa,"Daga cikinsu akwai masu fassara ta da ma’anar Istila’i (rinjaya), wai kalmar “Istiwa’i” a wajensu a na yi mata qarin harafi xaya ne don ta yi daidai da abinda su ke ganin ya dace da Allah (Rinjaya a maimakon xaukaka). Wannan ra’ayin ya samo asali ne daga wani mutum mai suna Jahamu xan safwan.[32] Kasancewar wannan fassara tasa ta ci karo da fassarar tarsashin masana harshen larabci da Shari’ah ya sa malamai suka qaurace ma ra’ayinsa mafi girman qauracewa, suka wallafa littafai akan yi masa raddi. Daga cikin waxanda su ka yi masa raddi har da jagoran Ahlus Sunnah Wal Jama’ah, Imamu Ahmadu xan Hambali (Allah ya jiqansa).",glot500
Hausa,"Majalis, e, Aza, Majlis, Hujjatul, Islam, Maulana, Asad, Jafri, Living, In, An, era, Of, Awareness, &, Insight, Muharram, Muharam, Moharram, Moharam, 1436, 2014, Imam, Hussain, Hossain, Husain, Husein, Husain, AS, Akber, Akbar, Abbas, Sakina, Zainab, Ahlebait, Ahlabait, Ahlybait,",glot500
Hausa,"Haka kuma an yi gobarar a kasuwar 'Marche Congo' da ke birnin Douala na Kamaru. Kasuwanni da dama a Nigeria, a birane irinsu Kano da Bauchi da Katsina da Maiduguri da kuma Anatcha ma wutar ta shafe su.",glot500
Hausa,"Qatada ——» Ma'mar bin Rashid ——» Salah bin Kaysan al-Madni ——» Ibn Jurayj ——» Salah bin Kaysan al-Madni ——» Ibn Jurayj ——» 'Abdul 'Aziz bin Jurayj ——» 'Aisha bint Abi Bakr, ibn Abbas",glot500
Hausa,"Wadannan kalamai na Kakain Fadar ta White, na zuwa ne mako guda bayan barkewar wani rikici da aka dora alhaki akan kungiyoyin biyu, wadanda su kansu abokanan gaba ne.",glot500
Hausa,"Bayan kwana biyu da zaman sa a gidan kaso, mai sharia Ravindra Kumar Joshi a ranar asabar 7 ga watan Afilu, ya bada umarni na sanya hannu ga takardar kan biyan rupee 50,000",glot500
Hausa,1Isan imih ata baitumatumamaim yamutufurit bonawiyit tana Jesu Keriso ana sinafumaim God bairi taitafentutur ▼,glot500
