language,text,source
Somali,Кррррррррррррррррррррррррууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууутттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттоооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооо!,culturax
Somali,"игра вообще клаас игры лучше нету на свете , игра просто бомба,кккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууутттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооо:-):-):-):-):-):-):-):-):-):-)",culturax
Somali,тттттттттттттттттттттттуууууууууууууууууууууууууууууупппппппппппппппппппппппппппппоооооооооооооооооооооооооооооооо!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,culturax
Somali,тттттттттттттттттттттттттттттттт тттттттттттттттттттттттттттттттт тттттттттттттттттттттттттттттттт ттттттттттттттттуууууууууууууууу уууууууууууууууууууууууууууууууу уууууууууууууууууууууууууууууууу пппппппппппппппппппппппппппппппп пппппппппппппппппппппппппппппппп ппппппппппппппппоооооооооооооооо оооооооооооооооооооооооооооооооо оооооооооооооооооооооооооооооооо,culturax
Somali,кккккккккккккрррррррррррррррррррррууууууууууууууууууууууууууууууууттттттттттттттт тттттттттттттоооооооооооооооооооо,culturax
Somali,Неработает! Еееееееееееееееееееееееееееееееее плохая игра значит фуууууууууууууууууууууууууууууууук кака!,culturax
Somali,ооооооооооооооооооооооооооооооооооо ооооооооуууууууууууууууууууууууууууу ууууууууееееееееееееееееееееееееее на ничей не будет поднялллллл,culturax
Somali,Ккккккккккккккккккккккккккккккккккккккккккккррррррррррррррррррррррррррррррррррррррррррууууууууууууууууууууууууууууууууууууууууууууууууууттттттттттттттттттттттттттттттттттттттттттттттттттоооооооооооооооооооооооооооооооооооооооооо,culturax
Somali,ккккккккккккккккккккккккккккккррррррррррррррррррррррруууууууууууууууууууууууууууууууууттттттттттттттттттттттттттттттоооооооооооооооооооо,culturax
Somali,Tags: вид сзади yyy lips ууууууууууууу уууууууууу жжжжжжжжж ююююююю ллллллллллллллл ттттттттттттттттт,culturax
Somali,......тупой сайт [ ] ттттттттттттттттттттттттттттттуууууууууууууууууууууууууууууууууууппппппппппппппппппппппппппоооооооооооооооооооооооооооооооооооооооооооойййййййййййййййййййййййййййййййййй.,culturax
Somali,ккккккккккккккккккккккккккккккккууууууууууууууууууууууууууууууууууууууууууууууууу уллллллллллллллллллллллллллллллллл,culturax
Somali,я не навижу кедру вуд она ттттттттттттттттуууууууууууууууууууппппппппппппаааааааааааааааяяяяяяяяяяяяя,culturax
Somali,Хууууууууууууууууууууууууууууууууууеееееееееееееееееееееееееееееетааааааааааааа!К то согласен ставьте +,culturax
Somali,ха+ха+ха+фуууууууууууууууууууууууууууууууууууууууууууууууу короче полный ооооооооооооооооооооооттттттттттссссссссттттттттооооооооййййййййййййййййййййййййй,culturax
Somali,"игра вообще клаас игры лучше нету на свете , игра просто бомба,кккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррррууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууутттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттттооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооо:-):-):-):-):-):-):-):-):-):-)",culturax
Somali,Тащусь! уууууууууууууууууууууууууууууууууууууууу уууееееееееееееееееееееееееее обожаю его песни и этот клип и 2 часть поскореебы 3 часть,culturax
Somali,Крррррррррррррррррррррррррррууууууууууууууууууууууууууууууууууутттттттттттттттттттоооооооооооооооооооооо!,culturax
Somali,"И кстати Mafia 2 в ТРИЛИОНЫ , СИКСИЛЬЁНЫ раз лууууууууууууууууууууууууучшеееееееееееееееееееееееееееееее",culturax
Somali,Тттттттттттттуууууууууууууууупппппппппппппппоооооооооооооооооойййййййййййййййй сааааааайййййттттттт !!,culturax
Somali,кккккккккккккккккккккккккккккккккккккккк­кккккккккккккккккккккккккккккккккккккккк­кккккккккккккккккккккккккккккккккккккккк­ккккккккккккккккуууууууууууууууууууууууу­уууууууууууууууууууууууууууууууууууууууу­уууууууууууууууууууууууууууууууууууууууу­уууууууууууууууууууууууууууууууутттттттт­тттттттттттттттттттттттттттттттттттттттт­тттттттттттттттттттттттттттттттттттттттт­тттттттттттттттттттттттттттттттттттттттт­ттттттттоооооооооооооооооооооооооооооооо­оооооооооооооооооооооооооооооооооооооооо­оооооооооооооооооооооооооооооооооооооооо­оооооооооооооооооооооооо !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!­!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!­!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!­!!!!!!!!!!!!,culturax
Somali,рося - мне ваще непонравилось тттттттттттттттттттттттттттттттттууууууууууууууууууууууууууууппппппппппппппппппппппппппппоооооооооооооооооооо!!!!!!!!!!!!!!!!это полная фигня!!!,culturax
Somali,дикоша - ххххххххххххххххххууууууууууууууууууууууууууууууууууууууууу ооооооооооооооооооооттттттттттттттсссссссссссссссстттттооооооооооййййййййййййййй,culturax
Somali,ссссссссссссссс ссскккккккккккк ккккккккккккккк ккууууууууууууу ууууууууууууушш шшшшшшшшшшшшшшш шшшшшнннннннннн ннннннннннннннн ннннооооооооооо ооооооооооо,culturax
Somali,Ккккккккккккккккккккккккррррррррррррррррррррррррррруууууууууууууууууууууууууууууууутттттттттттттттттттттттттттттттттооооооооооооооооооооооооооо,culturax
Somali,Ууууууууууууууууууууууууу ууууууууууууууууууууууууу ууууууулллллллллллллллллл ллллллллллллллллллллллллл ллллллёёёёёёёёёёёёётттттт тт,culturax
Somali,кррррррррррррруууууууууууууууууууууууууууууууууууууууууууутттттттттттттттттттттттттоооооооооооооооооо,culturax
Somali,аааааааааааааааа ооооооооооооооооооооо уууууууууууууууууууууууууууу ееееееееееееееееееееееееееееееееееее - не стесняйтесь делать это сейчас.,culturax
Somali,кккккккккккккккккккккккрррррррррррррррррррррруууууууууууууууууууууууууууттттттттт тттттттттттттааааааааааааааааааааааааааааа,culturax
