language,text,source
Oromo,"龙Nagaan Dhuftan的! Akeki Aarsaa Kakuu Haaraa oduu gammachisaa fayyina ISA党ndumaaf ta'e, 否则gooftaa keenya Yesus Kristos, labsuu DHA. Diree假名irratti barrulee, lallaba, qorannaa Macaafa Qulqulluu, akkasumas barnoota addaa对addaa sagalee faakiin费utubame maxxansuuf yaadaa qabna. Maxxansiin当客户将jaalalatti时, ajjajamuutiif tajajila阿卡谁rsaatti Waaqayyof dhiyessitan, 适合本国阿卡jaalala Waaqayyootti tajajiltan fiixaan baasuf阿卡塔乌妮abdanna. 截至addaa addaa dirree … Dubbisu ITTI fufaa _ 继续阅读→",glot500
Oromo,"Duula kana qindeessuu fi bobbaasuuf adda durummaan kan irraa eegamu midiyaalee Oromoo kanneen akka TV, Radio fi Marsaalee ( webiste) ti.",glot500
Oromo,Joose Mooriniyoon yeroo darbe Maanchistar Yunaayitid gara Anfiild fudhatani deeman sana morkataan isaanii akka hin injifanne guddaa ittisan.,glot500
Oromo,Kanaaf Oromoon biyya Alaa keessa jiru dirqama Oromummaa fi boru kan seenaan isa gaaftu tinnisa diinagdee deegarsa WBO’f oolu dachaan akka gumaachani yaadachiisa dhaamee jira.,glot500
Oromo,Kaansarii Ulaa Gadameessaa (Cervical Cancer) Kaansariin ulaa gadameessaa kaanseriiwwan biraa irraa karaa hedduu garaagarummaa qaba. 1. KA’UMSI ISAA BEEKAMAADHA Inni jalqabaa kaansariiwwan hedduu waantoota namatti fidan adda baasanii beekuun hin danda’amu. Kaansariin ulaa gadameessaa garuu vaayirasii Human Vapilloma Virus jedhamuun namatti dhufa. Vayirasiin kun gosoota hedduu qaba. Kan dhukkuba kana namatti fidan garuu gosa lama. HPV 16 fi HPV 18 kan jedhamanidha. Vaayirasiin kun kan namaa namatti daddarbu karaa WALQUNNAMTII SAALAA ti! Vaayirasiin kun erga nama qabatee booda waggoota hedduu booda qaama ulaa gadameessaa gara kaansariitti jijjiira. Kan vaayirasii kanaan…,glot500
Oromo,Dhaabbilee Oromoo adeemsaa qabsoo irratti wal mormman hundi Oromoo Abbaa Biyyaa gochuu irratti haalaa dure tokko malee walta’aan akka qabsa’aan feedhi fi haawii uummataa Oromoo simataani tokkumaa isaani akka labsan ni gaafaana.,glot500
Oromo,"Lakkofsi kun waggoota 10 keessatti isa ol'aanaadha jedha gabaasni Dhaabbata Fayyaa Adunyaa. Talaalliin kennamaa haa jiraaut iyyuu malee, babal'ina Vaayirasii kanaa biyyota baay'ee keessaa haalaan ittisuu hin dandeenye jedha gabaasichi. Waggaa darbe Yuukireenitti lakkoofsi namoota dhibee gifiraan qabamanii kan sadarkaa lammaffaa irra jirtu Serbiyaadhaan dachaa kudhaniin caala. Babal'inni vaayirasii dhibee gifiraa fiduu 90% kan tahu biyyota Awurooppaa kudhan keessatti yoo tahu Faransaay, Xaaliyaanii fi Giriik dabalata. Gifirri dhibee daddarbaa fi rakkoo fayyaa guddaa fiduu danda'u tahee faalama [ infections] sombaa fi sammuu fiduu danda'a. Biyyoota Awurooppaa dhibeen gifiraa itti babal'atee ji'a Amajjii hanga Mudde 2018tiitti jiru: UK keessa qofa bara darbe gifirri namoota 953 irratti mul'ateera. Amma UKtti namoota miiliyoona tokko tahan keessaa 1,209 dhibee kanaan qabamanii kan jiran yoo tahu isa kan bara darbee irra dachaa 10'niin caala. Namootni dhibee kanaan qabaman bara 2017 kan 25,863 ture bara 2018 ammoo 82,000 gahee jira. Talaalliin Awurooppaa keessatti haalaan kennamaa haa jiraataniyyu malee 2018 lakkoofsi namoota dhibichaan qabamanii dabaleera. Ijoolleen talaallii fudhatan gara %95tti guddateera.",glot500
Oromo,"Ayyyaana Walabummaa Ameerikaa waggaa 240ffaa kana ilaalchisuun, qophii qindeessine guutummaa isaa dhaggeeffadhaa.",glot500
Oromo,"Xiyyaarrii Daandii Xiyyaaraa 'Air India Express' jedhamuu namoota 190 fe'ee ture Kibba biyyattii kutaa biyyaa Keraalaatti erga kufe booda yoo xiqqaate namootni 18 lubbuun darbu, anga’oonni himaniiru.",glot500
Oromo,Waan ummatni guddaan barbaadu barbaaduufii malee waan akka gareetti ykn namootaatti waan ofii fedhan dirqiin irratti fe’uuf carraaquun yakka dhiifama hin qabne akka ta’e beekuun barbaachisaadha.,glot500
Oromo,"5 naannicha gadhiisanii akka bahan kan ajajaman yoo tahu, dabalataanis lammiilee biyyattii miiliyoona 3 tahaniifis naannicha keessa turuun balaa kan qabu tahuu mootummaan biyyattii akeekkachiise.",glot500
Oromo,Afaan Oromoo Haalli yeroo ammaa naannoo Arsii jiru Gabbara moo Daldala: Abdiisaa Bancaatiin - AFAAN OROMOO,glot500
Oromo,Garuu gama qabsootti yoo deebinu tarsiimoon teenya jibbaafi jaalalaan osoo hin taane tooftaadhaan maskamuu qabdi.,glot500
Oromo,"Gidduugala To'annoo Dhibee biyyattii tiwiitara gubbaatti ibsa baaseen, mootummaan Deeksaameetaazoon akka yaaliif oolu hin ajajne jedheera.",glot500
Oromo,"Akka hubatamutti sochii ummatni Oromoo keessaa fi alaan gamtaan itti jirutti mootummichi haalaan rifatuu irraa, adeemsa jiru laaffisuu fi gara dabarsuuf keessaa fi alatti duula adda addaa kan olola dabalatu geggeessaa jira. Shira xaxuu fi olola adda addaa Qeerroo Bilisummaa Oromoo irratti geggeessuunis qaamuma duula kanaa ti. Arraata Qeerroo kan ta’e Sagalee Qeerroo irrattis bifa adda addaan dalagaan diinummaa fi diiggaa geggeeffamaa jirus duuluma kanaan walitti hidhata.",glot500
Oromo,"'Qabsoo Oromoo dura ansullee mirga dubartootaafis nan falma' Akkasumas, mootummaan intarneetii adda kutuu namoonni odeffannoo akka waliin hin qoodne taasisuun akkasumas manaa manarra deemuun namoota hidhuun biyya keessatti sagalee ummata ukkamsaa jira jetti.",glot500
Oromo,"Yeroo tokko tokko garuu tulluun rakkinaa ol ka'ee, ija namaa dura maruun jiruu fi jireenya hadheessee, ifa saafaa dukkaneessee, abjuu egeree achii balleessee, kaayyoo naaffisee, yaada galteessee.",glot500
Oromo,"Minilk erga du’a Yohanisiin bakka saa Atsee tahe duuba ergamsa saa xumuree, “Nugusa Itiyoophiyaa fi biyyoota Gaallaa” ofiin jedhe.",glot500
Oromo,"Obbo Ku'izuumii ji'a jalqabaa daa'imasaanii keessatti waliin turuuf boqonnaa torbee lamaa fudha jedhaniiru. Daa'imni isaanii dhuma ji'a kana keessatti dhalata jedhamee eeggama. Isaanis ministeera Jaappan boqonnaa kana fudhatan isaan jaqabaa ta'u. Jaappaan keessatti dhiironniifi dubartoonnii yeroo daa'imsaanii jalqabaa godhatan boqannaa waggaa bahuu danda'u. Ta'us bara 2018 keessa dhiironni sababa dhiibbaa hojiitiin boqonnaa bahan %6 yoo ta'an dubartoonni immoo %82 turan. ""Eega daa'inmi dhalate booda gutummaa ji'a sadii keessaa torbee lama boqonnaa bahuuf karooraa qaba. Kunis yeroo haati yeroo ulfaataa qabaatudha. "" ""Anis hojii waajjjiraa kiyya yeroodhaaf dhiisee haadha warraa kiyyaafi daa'ima kiyya cinaa ta'uu qaba,"" jechuun namni ganna 38 obbo Shinjiiroo gaafa Roobii riipportarootatti himaniiru. Innis yeroo boqannaarraa jiru hojiinsaa haalaan hojjatamaa akka jiru beekuuf imeeliifi konfiransii viidiyootiin akka barbaachisuusaanitti itti fayyadama jedhaniiru. Ta'us garuu ""hojiilee hawaasummaa barbaachisoo ta'an"" kan akka marii mana maree bakka bu'oota ummataarratti ni hirmaadha jedhaniiru. Dhimma boqonnaa bahuu kana waggaa darbeeraa karooraa akka qaban dubbatanis namoota heddu biratti dubbii ijoo ta'ee ture. Obbo Shinjiiroon yeroo sanitti akkas jedhan: ""Jaappan biyya boodatti hafte waan taateefi yeroo ani boqonnaa bahuuf karoora qaba jedhu namoonni dubbii ijoo godhatanii turan."" Haati warraa Obbo Shinjiiroo gaazexeessituu lammii Faransaayii-Jaappaan taateefi ganna 42 Kiristeel Taakigaawaadha. Innis ilma lammaffaa MM duraanii Junichiiroo Ko'izuumiifi siyaasa Jaappan keessatti nama gahee guddaa taphataaru jedhama.",glot500
Oromo,"Hoggantoonni biyyoota Gamtaa Galoo Galaana Arabiyaa (GCC) wal gahii isaanii kan waggaa Alhada har’aa magaalaa Riyaad keessatti kan geggeessaa jiran yoo tahu, mariin gamtichaa bara kanaa oomisha boba’aa hir’isuu, lola Yaman, wal dhabbii…",glot500
Oromo,Ummanni Oromoo qabsoo bara heedduutiin asxaalee aadaa fi eenymmaa isaa agarsiisan baay’ee keessaa kan hambifate tokko Irreecha ta’uun isaa hin mamsiisu.,glot500
Oromo,"VOA Afaan Oromoo, WASHINGTON,DC — Hariyaan Furii Kaffiyaaloo jettiin,maqaan isaa,Taammiruu Kaffiyaaloo Damiseeti.Taammiruun nama ganna 23ti.",glot500
Oromo,Hojiidhaan lafa irratti kan mul’achaa jiru garuu afaan mi’aawaa qofaan Oromootti dhihaachuudhaan waadaa kijibaatiin Oromoo sobanii afaan qabsiisanii EPRDFiin akka bofaa muuxachiisuuf ijibbaata taasifamu qofa.,glot500
Oromo,"<para>Murtoo Wal-ga'ii Walii-gala kan Dhaabbata Waldaa Mootummootaatiin qabxii 217 A (iii) jalatti Mudde baatii 10 bara 1948 itti Akka Murteeffamee, Ragga'ee Labsametti.</para>",glot500
Oromo,"Haata’uutii, miidhaafi roorroon kun ummata Oromoo qabsoo irraa kan duubatti hindeebisne ta’uu kan ibse Wallisaa Lammii Sorii, gochaan gara jabinaan ummata irratti raawwatamu mallattoo sodaafi kufaatii waan ta’eef dhalooti keenya , tokkummaan qabsoo bilisummaa akka finiinsuufi diina aduun itti dhiitee iyyaa jirtutti gurra otuu hinkennine “dhalooti kun tokkummaa isaa jabeeffachuu qaba. Qabsoon keenya ifa nibaha.Jabinaan qabsaa’uu malee kan bilisummaa keenyaan nu gahu hinjiru.” jedhee jira.",glot500
Oromo,"22 ol argatte 23 Fuulbaana 2020 Madda suuraa, Getty Images Miseensi paarlaamaa Awustiraaliyaafi abbaan warraashee, himannaa maqa-balleessii irratti banamee tureef beenyaa birrii 22,608,000 badhaafamaniiru.",glot500
Oromo,"Baayyinni lakkoofsa uummataa dabalaa jiruus haala kanatti boba'aa ida'aa jira. Maatiin baayyachaa yoo deemu, lafaa qonnaa fi meeshaa ijaarsaatiif jecha muka ciru. Balaan lolaan geessissaa jirus, gama biraatii caalaa baayyachaa jira.",glot500
Oromo,Horii keessaa kan lafa sanyiin isaa itti du’e fuunfatee irratti gadooduun gadda isaa ibsatu loon kophaa dha.,glot500
Oromo,"Pingback: SBO: Onkoloolessa 8 bara 2017. Oduu, Qophii Haala Warraaqsa Bilisummaa Oromoorratti Fuuleffatee fi Itti fufa Yaada Hirmaattota Kora Sabaa ABO 4ffaa. – OROMIYAANWANOFITIABBAATUUEGATAA",glot500
Oromo,"Gamtaan Afriikaa (AU) erga gabaasni viidiyoo godaantonni Afriikaa, gabaawwan garbaa Libiyaatti ennaa gurguraman agarsiisu bahe booda, aarii qabu ibseera.",glot500
Oromo,"Madda suuraa, Maatii Yonis Mootummoota dabran irraa eegalee dararaa hedduu dabarsanii lubbuun akka as gahan kan dubbatan artist Yonis Abdullaahii, guddina aartiifi Afaan Oromoof hayyuulee gumaacha taasisan keessaati.",glot500
Oromo,"Gabaabumatti, dhiirri tokko dubartii ajnabiyyaa karaa sab-qunnamtitiin daawwattoota fi hirmaatota biraa irraa fagaachun gola haasawaa sab-qunnantii (chat room)tti waliin haasawuun khalwaa dhowwamee irraayyi miti. Garuu qormaanni cimaa fi badiin guddaan keessa jiraachu waan danda’uuf ajnabiyyaa waliin karaa sab-qunnamtitiin waliin haasawuun ni dhoowwama.",glot500
Oromo,"Manni-maree Yunaayitid Isteets HR 128 Raggaasisuu Ni Deggerra, Hooggantoota Mormitootaa Itiyoophiyaa Keessaa",glot500
Oromo,Manneen qalmaa keessatti foon dhukkuba irraa bilisa ta’ee hawaasaaf akka dhiyaatu qorannoo foonii ni gaggeessa; qalma seeraan ala gaggeeffamu qaama dhimmi ilaalu waliin ni too’ata; tarkaanfii seeraa ni fudhata;,glot500
Oromo,Duniyaan hanga feete haa baay’attu manni ciqiciqii mana dukkanaati” Manneen baay’ee irra deeme yoo ilaalu manni ciqiciqii(nyakanyaka) qabu mana dukkanaa akka ta’ee sirritti naa galte.,glot500
Oromo,Magaalaa Liyon keessattti lubichi irratti haleellaan kan raawwatames yeroo abbaan amantaa kun tajaajila isaanii xumuranii karra bataskaanaa cufaa jiraniitti ture jedheera poolisiin.,glot500
Oromo,"Gartuun Diaspora gudan ammoo Waggoota darban hunda caalisee ta'ee qulquluu akka xaliilaa of goodhe Seera Kiitaaba ququluun Waraaqisa gegese Qaween lolee bilisumma bana jeedhe amana. Qulquluman gariidha, saba ofi bilisoomsuuf yaaduun gariidha, diina kana akkuma inni nu cabseeti cabsinan gariidha. Gartun nu qoofati beeka jeedhu kun haalaa jiru siirti qooratee adeemasa jiru uumata of waan qabatama jiru hubachisuu dhise waan hunda balaleefata, wayee diina qoorachuu dhisee wayee fira isaa ishee xiinno beekuu sana ol gudise odeessa ola. Wayee diina keenya waan tokko odeefannoo ga'aa argata hin jiru. Garuu Qabsoo waga 40 gegeefame keessa harka fudhatan mana ta'aan Kiitaaba Qulquluu irra wa'ee Waraaqisa barsisuun yaadun, umuri hin jiren humna hin qabne lola labsun adeemasa garii miti. Wara lolu danda'uuf haalaa mijeesuu wayya.",glot500
Oromo,"Pireezidant Tiraamp paartiin isaa akka injifatu guutuu duula cimaa gochaa ture. Maq-balleessiin sanyummaa bu'ureeffate kan itti heddummate duulli na filadhaa filannoo kanaa seenaa yeroo dhiyoo biyyattii keessatti duula na filadhaa adeemsifame isa jibbisiisaa jedhameera. Miidiyaaleen US hedduun beeksisa gabaabaa pireezidant Tiraamp waa'ee 'godantota seeraan alaa poolisii ajjeesan' himu haqaniiru. Kutaalee biyyaa Filooridaafi Joorjiyaa keessatti ammoo bilbilli ofumaan bilbilamuun kaadhimamtoota Afrikaan-Amerikaan ta'an akka jeeqaman taasifameera. Kunis namoota adii sanyummaa leellisaniin akka ta'e himameera. Wal morkiin filannoo kanaa inni guddaan mana maree biyyattii ykn Koongiresii to'achuu yoo ta'u, filannichi akka riifarandamii pireezidanti Tiraamp irratti gaggeeffamuutti ilaalamaa jira. Filannoon kun teessoowwan mana maree bakka bu'oota uummataa 435 hundaafi kan mana maree senaataroota 100 keessaa 35 irratti dorgomama. Pireezidantichi akki inni waggoota lamaan isa hafe biyyattii itti bulchuu bu'aa filannoo kanaatiin murtaa'a. Manneen maree lamaan keessatti warri paartii Diimokiraat olaantummaa kan argatan yoo waggoota lamaan hafan pireezidantichi akka fedhe akka hin hojjenne gochuu mala. Pireezidant Tiraamp filannoo kana irratti paartiin isaa akka injifatu guutuu biyyatti keessatti duula gochaa ture. Dubbii isaa keessatti dhimmoota akka godaansaa irratti waan jajjabduu jedhe. Warri giddu gala Ameerikaa irraa gara biyyattii godaanan yakkamtoota Ameerikaa weeraruuf deemani jedhe. Jechootni isaa warra isa deeggaranitti hamilee kan horu ta'ullee sodaa namatti naqu jedhamanii qeeqamaniiru. Facebook fi NBC dabalatee miidiyaaleen US pireezidanticha leellisan kan akka Fox News osoo hin hafne beeksisa duula nu filadhaa sakandii 30 itti kafalame kana booda akka hin tamsaasne himaniiru. Beeksisi sun dubbi sobaa godaanaan seeran alaa osoo hin galmaa'iin Dimokiraatonni ol galchan tokko bara 2014 poolisoota lama Kaalifoorniyaa keessatti ajjeese jedhu of keessaa qaba. Miidiyaan guddichi biyyattii CNN dubbiin pireezidantichi twitter irratti barreessan kun ""jibba sanyummaa"" qaba jechuu tamsaasu dideera. Pireezidanti Tiraamp waa'ee dubbii kanaa gaafatamanii: ""Wanti baay'een nama mufachiisu jiraachuu mala. Gaaffiin keessanuu yeroo hedduu kan nama mufachiisudha"" jechuun gaazexeessitootaaf deebisanii jiru. Pireezidantiin duraanii warra Diimokiraat bakka bu'uun duula gaggeessaa turan Filannoo walakkeessa kana irratti yeroo hedduu lakkoofsi namoota filachuuf bahani ni xiqqaata. Bara 2014 nama dhibbeentaa 37 qofatu bahe kunis seenaa yeroo dhiyoo biyyattii keessatti isa gadi aanaadha. Akka xiinxaltoonni jedhanitti bara kana garuu namoonni bahan heddummatuu malu. Diimokiraatonni mana maree bakka bu'ootaa keessatti olaantummaa argachuuf kan isaan barbaachisu teessoo 23 irratti dabalataan teessoo 15 ni injifatu jedhamee tilmaamame. Mana maree senaataroota harka warra Rippablikaanotaa keessaa baasuuf garuu teessoo lama dhabuu danda'u jedhame. Filannoon marroo duraa Kibxata halkan sa'aatii 5:00 ykn 11:00pm irratti goolabama.",glot500
Oromo,"3 Amajjii 2021 Madda suuraa, Waldaa Araaraa/Facebook Jimaata halkan Sambatatti bari'u namoota Waldaa Araaraa Naqamteetti waaqeeffannaaf ol seenuuf hiiriira galanii turan irraa miidhaan qaqqabuu jiraattonni fi ogeeyyiin fayyaa BBC'tti himan.",glot500
Oromo,"1,boraana 2 ,bareentu Booranni Ilmman.12 dhalee isaanis 1,wallagga 2,callabba 3,goree 4,goofaa 5,sidaamoo 6,arii 7,dacee 8,garrii 9,guraa 10,giriirraa 11,naayroobii.fii 12,gujii Bareentuun Ilmman 5,dhalee 1,xummuungaa 2,murawwa 3,karrayyuu …",glot500
Oromo,"Uumata barsiisuun nu haftee, refrendamiinuu osoo heyyama tahee uumatin keenya baay’een nu ganuu hin ooluu akka Dr Fikre kanneen ofi walaalan hidduutu jiruu.",glot500
Oromo,"1. Oromia: #OromoProtests: Gabaasa Fincila Xumura Garbummaa (FXG) Oromiyaa 2016 ( June) _ OromianEconomist - June 17, 2016",glot500
Oromo,"Jalqaba Jecha มานะ duree jedhu เป็นเรื่อง yoo เป็น irraa fudhannee ilaalle: Mana jechuun kan namni, horiin, yookiin meeshaan keessa jiraatu jenne fudhachuu ni dandeenya. Yeroo Jecha มานะ jedhu kanatti qulqullummaa jechi jedhu dabalame, akkuma beekamu hikaan เกี่ยวกับ ISAAA เป็น jijjirama.",glot500
Oromo,Gargaarsa isin taasiftan caasaa godinaalee fi aanaa irraa qabnuun saba keenna biraan baasuuf waadaa ni seenna.,glot500
Oromo,"Ammoo dhiibbaan humnaan dhufu, dura-dhaabannoo cimaa waan uumuuf, “lafarraa duguuggaan” afaanota, aadaa fi uummatoota addunyaa fiixaan bawuu hin dandayu.",glot500
Oromo,"Ta’iileen ispoortii fi waqtiileen haqamaniiru. Bitootessa gaafa 11, Bitootessa 13 kaasee guyyoota 30maaf kan hojiirra oolu dhorkaa imalaa Yuunaayitid Kingidom irraan kan hafe biyyoota Awurrooppaa gara caalaan irra kaa’uu Trump dubbataniiru.",glot500
Oromo,Barreeffamni beektoni oromoo barreessuu qaban hojii diinaa ykn gabroomfata jalala bu’anii hordofani saxiluu fi ummata oromoo jalaa kan dhokataa ta’e yoo jiraate xinxalanii ibsuufiidha kan ta’uu qabu.,glot500
Oromo,"Mariin yeroo dheeraaf bifa hundaan gaggeefamaa ture kun, qabxiilee ijoo ta’an kan hammate fi akkasumas toftaalee fi tarsiimoo kaayyoo masakaa kan mirkaneesse ture.",glot500
Oromo,"Jijjiramni kun hidhamtoota siyaasaa hiikuu, miidiyaaleerraa uggura kaasuu, dirree siyaasaa bali'isuu akkasumas, aangoo bulchiinsa mootummaan bifa haaraan qoddaachuu fa'aa of keessatti hammata.",glot500
Oromo,E akka ani biyyattii irraa hin baane nadhoorkuun heddu na ajaa’ibsiise; sababni isaatis naaf hin galle.,glot500
Oromo,Kanaaf ijaarsi bilisummaa Oromiyaaf dhaabbate qooqa Islamik jedhu itt suteef gubaan “Islamist” jedhamuu itt bahuu hin qabu.,glot500
Oromo,"Achis maaliif jaarsa eegduu tahan kana hin gaafannu jechuun, waan irratti walmormaa jiran jaarsichaaf itti himan.",glot500
Oromo,"Addi Bilisummaa Oromoo rakkoo siyaasaa mootummaa Itoophiyaa waliin jiru nagaan xumuruuf ammayyuu qophii tahuu beeksisaa, hasaawaan ABO fi Mootummaa Itoophiyaa gidduu bakka gareen sadaffaa jirutti fi haal-duree tokko malee taasifamuuf taattafatamaa turee karaa mootummaa Itoophiyaa fedhii dhabinnaa irraa fashaalaa bahe akka itti fufu mootummaa Itoophiyaa EPRDFn durfamuuf waamicha isaa haaromsa. Mootummaan Wayyaanee/EPRDF gama isaan kan irraa eegamu akka guutu gadi jabeessee hubachiisa.",glot500
Oromo,"Gara fuulduraatti maallaqaanillee deggaruuf karoora akka qabu eeree, badhaasota yeroowwan garagaraatti 1fa ba’uun argate qusatee of jijjiiraa ijaarsicharratti hanga humnasaa tumsuuf qophii ta'uu hima.",glot500
Oromo,"Tokkoffaa, ani barreeffama kiyya keessatti yaaddoon qaburraa ka’ee karaan wareegama salphisuu danda’u kana ta’uu danda’inaa laata jechuuf malee, bakkee tokkottuu kun ykn sun ni wayya jedhee jala sararee akka FURMAATAAtti lafa kaa’e hin jiru.",glot500
Oromo,Marsaa duraatiin uffannaa ogeessota fayyaa guutuu 50 kan qopheessan yoo ta'u marsaa lamaffaaf qopheessuufis hojiitti jiru.,glot500
Oromo,Shiraa fi daba Wayyaaneen deemtuun hubachuu dhabuun marii jedhanii Wayyaanee waliin yeroo isaanii gubaa turuttis gaabbii qaban argisiisaa jiru.,glot500
Oromo,Beektota akka keessanii kana qabaachuu keenyaaf gammachuu guddaatu natti dhagahama ana akka lammii oromoo tokkootti,glot500
Oromo,"Yeroo xiqaa hantuuttee-cuqaasuun, wardiin kee hangiiwwan deetaa tahanii akka mul'isu yk dhoksuu, ykn hangiiwwan akkaataa haala addaan akka dhangeefamu, ykn herreega hundumta xiqqaa fi ida'ama atattaamaan beekuu nidandeessa.",glot500
Oromo,"Ta'us, torban dhufu keessa gadhiifamu akka danda'u Pirees Seekiretariyaatiin Waajjira Ministira Muummee Billanee Siyyuum BBC'tti himaniiru.",glot500
Oromo,Ogeessi Herregaa yookiin odiitarri dhuunfaan yookiin waldaan eeyyamameef murtii kennametti kan hin quufne yoo ta’e akkaataa seera biyyattii yookiin naannichaatti mirga ol’iyyaannoo ni qabaata.,glot500
Oromo,"Torban darbees maanguddoon waggaa 76 kun himannaa fonqolcha bara 1989 kan aangootti isaan fideen walqabatee, magaalaa guddoo biyyattii Kaartuum keessatti dhaddachatti dhiyaatanii turan.",glot500
Oromo,"Sambata Duraa ammoo, agarsiisa idil-addunyaa Harareetti, shubbisaa aadaa Maalaawii daa'imni miira burjaajiitiin ilaalte.",glot500
Oromo,Xiyyaarri Boeing 737 Max qilleensatti deebi’uu qabaachuufi dhiisuu murteessuuf yaaliin nageenyaa torban kana eegaluuf jira.,glot500
Oromo,Gama kaaniin ammoo lammiin Itoophiyaa biyya alaa jiran Itoophiyaa keessaa ijoollee Guddifachaa biyyaa baafachuu fi dhibaachuu isaanii seeri kunuu diidessee dubbachuuf deema.,glot500
Oromo,"Gaaddisaa Qilxuu Qonnaan bulaa goota misoomaa kan ta'e,yeroo ammaa akka Godina Baalee qofatti osoo hin taane akka Oromiyaa guutuutti dorgomaadha.",glot500
Oromo,"Elektirooniksiin Saamsung, Industiriiwwan Addunyaawaa Harman kan U.S. keessaa biliyoona $8n bituuf waliigale, kun bittaa biyyaan alaa dhaabbati Kooriyaa Kibbaa haga ammaatti godhe keessaa isa guddichadha.",glot500
